Tribunal;Codigo orgao;Municipio;UF;Nome orgao;Grau;CP_Apr_2024;CP_Apr_2025;%CP;Sus_Apr_2024;Sus_Apr_2025;%Sus;CN_12_meses;Tbaix_12_meses;Desp_12_meses;DecInc_12_meses;SentCM_12_meses;SentSM_12_meses;ProcSM100_Apr_2025;Conc100_Apr_2025;TPSent_12_meses;TPCPL_Apr_2025;TC_Apr_2025;IAD_12_meses
TJSP;10075;PIRAJU;SP;01 CUMULATIVA DE PIRAJU;G1, JE;8.515;7.800;-8,4%;2.552;2.911;14,1%;1.893;2.497;7.166;6.896;1.575;400;1.198;80;3 anos e 9 meses;3 anos e 7 meses;66%;132%
TJSP;10812;BARUERI;SP;JUIZADO DIGITAL DE BARUERI;G1;2;3;50%;0;0;;1;0;2;0;0;0;0;3;;3 anos e 7 meses;100%;0%
TJSP;9456;CAMPINAS;SP;05 CIVEL DE CAMPINAS;G1, JE;14.455;14.526;0,5%;5.433;5.529;1,8%;4.154;3.929;398;17.617;3.329;763;906;15;4 anos e 1 Mes;3 anos e 7 meses;70%;95%
TJSP;9609;FRANCISCO MORATO;SP;01 CUMULATIVA DE FRANCISCO MORATO;G1, JE;14.899;13.963;-6,3%;985;1.433;45,5%;4.221;4.568;2.246;11.655;2.288;689;3.987;147;2 anos e 6 meses;3 anos e 7 meses;73%;108%
TJSP;10961;SAO JOSE DO RIO PRETO;SP;EXECUCOES CRIMINAIS DE SAO JOSE DO RIO PRETO;G1;20.685;22.201;7,3%;321;546;70,1%;3.476;1.421;5.384;8.715;6.422;0;11.629;177;3 anos;3 anos e 7 meses;94%;41%
TJSP;9418;BOTUCATU;SP;SAF DE BOTUCATU;G1;10.999;7.013;-36,2%;5.987;3.852;-35,7%;74;3.936;3.645;3.292;1.656;1.868;872;1;6 anos e 8 meses;3 anos e 7 meses;45%;5.319%
TJSP;82524;SAO PAULO;SP;CARTORIO DA DIPO 4 - SECAO 4.2.1;G1, JE;593;451;-23,9%;42;34;-19%;336;506;457;1.266;15;5;242;12;3 meses;3 anos e 7 meses;45%;151%
TJSP;74000;PANORAMA;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - PANORAMA;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 7 meses;100%;
TJSP;10595;SAO PAULO;SP;31 CIVEL DE CENTRAL;G1, JE;15.298;16.131;5,4%;5.616;6.248;11,3%;4.918;3.938;7.622;21.294;2.658;1.258;2.216;91;1 ano e 1 Mes;3 anos e 7 meses;71%;80%
TJSP;9254;ADAMANTINA;SP;02 CUMULATIVA DE ADAMANTINA;G1, JE;4.541;4.732;4,2%;1.300;1.382;6,3%;2.447;2.224;7.431;8.518;1.717;280;955;16;1 ano e 7 meses;3 anos e 7 meses;60%;91%
TJSP;9888;MAUA;SP;SAF DE MAUA;G1;128.255;59.784;-53,4%;65.261;18.366;-71,9%;846;69.178;646;15.932;3.805;66.032;33.624;44;8 anos e 5 meses;3 anos e 7 meses;37%;8.177%
TJSP;18332;MOGI DAS CRUZES;SP;03 CRIMINAL DE MOGI DAS CRUZES;G1, JE;10.892;9.256;-15%;719;1.153;60,4%;2.062;3.661;2.372;8.443;1.810;9;4.367;330;2 anos e 8 meses;3 anos e 7 meses;69%;178%
TJSP;59897;JABOTICABAL;SP;TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 42 C.J. - JABOTICABAL DE JABOTICABAL;TR;1.457;12;-99,2%;867;0;-100%;166;1.750;394;12;115;0;1;0;2 anos e 6 meses;3 anos e 7 meses;1%;1.054%
TJSP;10174;RIBEIRAO PRETO;SP;07 VARA CIVEL DE RIBEIRAO PRETO;G1, JE;16.099;15.586;-3,2%;3.282;3.713;13,1%;4.480;4.816;10.436;12.342;3.200;1.037;663;178;1 ano e 11 meses;3 anos e 7 meses;71%;108%
TJSP;9992;OSASCO;SP;04 CRIMINAL DE OSASCO;G1, JE;3.421;3.770;10,2%;1.088;1.363;25,3%;1.113;870;3.634;1.455;664;1;812;20;2 anos e 9 meses;3 anos e 7 meses;73%;78%
TJSP;10394;SAO PAULO;SP;04 FAMILIA SUCESSOES DE SANTANA;G1;6.775;7.083;4,5%;1.056;1.245;17,9%;2.856;2.490;735;19.050;1.742;750;1.899;12;1 ano e 5 meses;3 anos e 7 meses;70%;87%
TJSP;10152;REGENTE FEIJO;SP;VARA UNICA DE REGENTE FEIJO;G1, JE;11.929;10.804;-9,4%;4.196;3.846;-8,3%;2.621;3.862;10.119;5.942;2.308;1.350;1.479;38;4 anos e 3 meses;3 anos e 7 meses;64%;147%
TJSP;10584;SAO PAULO;SP;20 CIVEL DE CENTRAL;G1, JE;14.135;15.401;9%;5.076;5.802;14,3%;5.019;3.489;1.444;24.188;2.985;882;2.300;55;1 ano e 3 meses;3 anos e 6 meses;73%;70%
TJSP;9577;ELDORADO;SP;VARA UNICA DE ELDORADO;G1, JE;4.749;3.482;-26,7%;1.338;1.132;-15,4%;1.473;2.697;2.766;3.054;875;943;590;55;2 anos e 8 meses;3 anos e 6 meses;46%;183%
TJSP;70921;SAO PAULO;SP;11ª CÂMARA DE DIREITO PÚBLICO;G2;4.527;4.470;-1,3%;1.817;985;-45,8%;3.975;4.038;5.027;5.004;415;485;961;213;6 meses;3 anos e 6 meses;46%;102%
TJSP;9772;ITUVERAVA;SP;02 CUMULATIVA DE ITUVERAVA;G1, JE;4.573;4.752;3,9%;1.209;1.472;21,8%;1.818;1.557;11.057;3.350;1.187;219;547;14;1 ano e 4 meses;3 anos e 6 meses;68%;86%
TJSP;9303;ARACATUBA;SP;VARA DAS EXECUCOES CRIMINAIS E DA INFANCIA E DA JUVENTUDE DA COMARCA DE ARACATUBA;G1;13.906;16.379;17,8%;1.051;1.156;10%;3.286;4.367;4.256;8.211;4.404;242;9.091;183;3 anos e 2 meses;3 anos e 6 meses;78%;133%
TJSP;73915;CAIEIRAS;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - CAIEIRAS;G1;2;2;0%;0;0;;0;0;0;0;0;0;2;0;;3 anos e 6 meses;100%;
TJSP;85319;CAIEIRAS;SP;CEJUSC - PRÉ-PROCESSUAL;G1;1;1;0%;0;0;;35;35;0;0;0;0;1;0;;3 anos e 6 meses;3%;100%
TJSP;9257;AGUAÍ;SP;VARA UNICA DE AGUAI;G1, JE;7.399;6.538;-11,6%;2.368;2.429;2,6%;2.251;3.076;11.548;3.958;1.807;638;1.509;17;2 anos e 2 meses;3 anos e 6 meses;57%;137%
TJSP;10343;SAO JOSE DO RIO PRETO;SP;06 CIVEL DE SAO JOSE DO RIO PRETO;G1, JE;15.691;14.379;-8,4%;3.313;3.453;4,2%;4.484;5.707;6.437;11.589;5.619;871;1.592;93;2 anos e 7 meses;3 anos e 6 meses;66%;127%
TJSP;10448;SAO PAULO;SP;01 CIVEL DE PENHA;G1, JE;13.694;14.160;3,4%;4.617;5.083;10,1%;3.480;3.118;127;21.166;2.748;841;1.934;47;1 ano e 10 meses;3 anos e 6 meses;74%;90%
TJSP;10517;SAO PAULO;SP;10 CRIMINAL DE CENTRAL;G1, JE;4.499;2.856;-36,5%;1.043;1.031;-1,2%;762;1.550;1.305;4.855;916;7;430;21;2 anos e 4 meses;3 anos e 6 meses;54%;203%
TJSP;10703;SUZANO;SP;02 CRIMINAL DE SUZANO;G1, JE;6.816;5.419;-20,5%;341;386;13,2%;1.354;3.265;6.851;3.513;1.153;8;1.730;47;3 anos;3 anos e 6 meses;61%;241%
TJSP;10669;SOROCABA;SP;01 CIVEL DE SOROCABA;G1, JE;16.196;17.105;5,6%;4.185;4.731;13%;3.536;2.621;5.437;11.207;1.739;693;1.657;858;2 anos e 6 meses;3 anos e 6 meses;82%;74%
TJSP;76815;SAO PAULO;SP;BARRA FUNDA - DIPO 3 - SEÇÃO 3.1.1;G1, JE;411;362;-11,9%;12;11;-8,3%;387;378;619;1.424;19;5;142;11;9 meses;3 anos e 6 meses;48%;98%
TJSP;59825;JAU;SP;02 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 33 C.J. - JAU DE JAU;TR;69;11;-84,1%;47;1;-97,9%;3;76;115;6;3;0;2;2;2 anos;3 anos e 6 meses;7%;2.533%
TJSP;10626;SAO PAULO;SP;02 FALENCIAS  RECUPERACAO JUDICIAL E CONFLITOS RELACIONADOS À ARBITRAGEM DE CENTRAL;G1, JE;10.720;5.098;-52,4%;331;1.108;234,7%;3.682;9.399;671;30.193;893;1.221;199;43;2 anos e 2 meses;3 anos e 6 meses;30%;255%
TJSP;10432;SAO PAULO;SP;04 CIVEL DE LAPA;G1, JE;11.377;11.873;4,4%;3.410;4.070;19,4%;5.018;4.325;1.419;42.671;2.978;1.019;1.941;53;1 ano e 2 meses;3 anos e 6 meses;64%;86%
TJSP;85486;OSASCO;SP;CEJUSC - PRÉ-PROCESSUAL;G1;11;11;0%;0;0;;0;0;0;0;0;0;11;0;;3 anos e 6 meses;100%;
TJSP;9952;MONTE MOR;SP;01 CUMULATIVA DE MONTE MOR;G1, JE;9.540;8.473;-11,2%;2.396;1.845;-23%;2.258;2.444;871;8.533;1.348;428;1.411;216;2 anos e 1 Mes;3 anos e 6 meses;73%;108%
TJSP;10275;SANTOS;SP;07 CIVEL DE SANTOS;G1, JE;7.595;7.835;3,2%;4.170;4.450;6,7%;2.039;1.719;11.193;5.086;1.284;206;871;13;1 ano e 5 meses;3 anos e 6 meses;66%;84%
TJSP;10081;PIRAPOZINHO;SP;01 CUMULATIVA DE PIRAPOZINHO;G1, JE;8.607;7.818;-9,2%;2.591;2.683;3,6%;2.034;2.823;6.424;5.599;2.107;596;1.138;27;3 anos e 8 meses;3 anos e 6 meses;65%;139%
TJSP;9457;CAMPINAS;SP;06 CIVEL DE CAMPINAS;G1, JE;12.961;13.345;3%;3.824;4.071;6,5%;4.118;3.291;1.693;16.863;3.164;619;1.017;481;3 anos e 4 meses;3 anos e 6 meses;74%;80%
TJSP;10120;PRESIDENTE EPITACIO;SP;01 CUMULATIVA DE PRESIDENTE EPITACIO;G1, JE;10.806;9.354;-13,4%;5.518;4.490;-18,6%;3.268;4.713;8.449;6.560;2.631;1.476;1.338;27;6 anos e 8 meses;3 anos e 6 meses;51%;144%
TJSP;10642;SAO VICENTE;SP;02 CIVEL DE SAO VICENTE;G1, JE;5.418;5.555;2,5%;2.293;2.458;7,2%;2.189;1.978;6.009;11.334;1.154;326;736;33;1 ano e 2 meses;3 anos e 6 meses;61%;90%
TJSP;10578;SAO PAULO;SP;14 CIVEL DE CENTRAL;G1, JE;10.797;10.658;-1,3%;2.664;2.939;10,3%;5.462;5.314;33.291;27.997;3.675;1.224;1.591;33;1 ano e 1 Mes;3 anos e 6 meses;59%;97%
TJSP;10526;SAO PAULO;SP;19 CRIMINAL DE CENTRAL;G1, JE;2.684;2.597;-3,2%;736;864;17,4%;791;948;3.274;2.558;898;5;794;20;2 anos e 1 Mes;3 anos e 6 meses;65%;120%
TJSP;14092;SAO JOAO DA BOA VISTA;SP;CRIMINAL DE SAO JOAO DA BOA VISTA - INATIVO;G1, JE;7.146;7.713;7,9%;740;935;26,4%;1.656;1.310;2.148;3.608;1.199;254;4.360;135;2 anos e 2 meses;3 anos e 6 meses;84%;79%
TJSP;10276;SANTOS;SP;08 CIVEL DE SANTOS;G1, JE;7.370;7.518;2%;3.298;3.319;0,6%;2.231;1.995;7.597;5.537;1.526;267;994;23;1 ano e 10 meses;3 anos e 6 meses;68%;89%
TJSP;10681;SOROCABA;SP;04 CRIMINAL DE SOROCABA;G1, JE;828;723;-12,7%;277;280;1,1%;331;453;3.024;1.601;342;1;156;2;1 ano e 7 meses;3 anos e 6 meses;49%;137%
TJSP;9695;IGUAPE;SP;02 CUMULATIVA DE IGUAPE;G1, JE;6.268;6.842;9,2%;409;455;11,2%;1.844;1.352;6.071;4.639;946;259;1.809;180;2 anos e 8 meses;3 anos e 6 meses;83%;73%
TJSP;59887;CATANDUVA;SP;TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 15 C.J. - CATUNDUVA DE CATANDUVA;TR;486;102;-79%;435;70;-83,9%;2;397;300;10;104;0;2;1;5 anos e 5 meses;3 anos e 6 meses;1%;19.850%
TJSP;73895;ATIBAIA;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - ATIBAIA;G1;2;2;0%;0;0;;0;0;0;0;0;0;2;0;;3 anos e 6 meses;100%;
TJSP;9631;GUAIRA;SP;01 CUMULATIVA DE GUAIRA;G1, JE;8.031;7.544;-6,1%;2.621;2.599;-0,8%;1.862;2.309;6.096;5.978;1.601;933;1.296;14;5 anos e 8 meses;3 anos e 6 meses;68%;124%
TJSP;17835;SANTOS;SP;03 FAZENDA PUBLICA DE SANTOS;G1, JE;68.097;31.935;-53,1%;36.142;16.603;-54,1%;1.621;38.286;6.033;23.497;4.363;30.485;4.139;3;5 anos e 9 meses;3 anos e 6 meses;29%;2.362%
TJSP;78474;SANTANA DE PARNAIBA;SP;SEF DE SANTANA DE PARNAIBA;G1;38.534;34.822;-9,6%;2.322;2.077;-10,6%;142;8.088;6.336;14.410;3.132;5.830;24.043;23;5 anos e 11 meses;3 anos e 6 meses;80%;5.696%
TJSP;10274;SANTOS;SP;06 CIVEL DE SANTOS;G1, JE;7.902;8.052;1,9%;3.478;3.610;3,8%;1.904;1.609;18.520;5.135;1.297;221;964;53;1 ano e 8 meses;3 anos e 6 meses;73%;85%
TJSP;10779;VIRADOURO;SP;VARA UNICA DE VIRADOURO;G1, JE;18.214;7.060;-61,2%;6.052;2.051;-66,1%;3.113;14.157;5.877;5.562;1.673;12.225;1.050;74;8 anos e 3 meses;3 anos e 6 meses;26%;455%
TJSP;74603;CRUZEIRO;SP;SETOR DE EXECUÇÕES FISCAIS DE CRUZEIRO;G1;11.174;4.026;-64%;5.120;1.416;-72,3%;303;8.390;1.998;6.005;1.198;6.542;509;4;6 anos e 4 meses;3 anos e 6 meses;24%;2.769%
TJSP;71062;SAO PAULO;SP;2º GRUPO DE CÂMARAS DE DIREITO PRIVADO;G2;107;95;-11,2%;1;1;0%;70;82;68;278;6;21;21;5;5 meses;3 anos e 5 meses;53%;117%
TJSP;9466;CAMPINAS;SP;04 CRIMINAL DE CAMPINAS;G1, JE;992;870;-12,3%;283;279;-1,4%;505;579;1.675;2.358;493;1;248;2;1 ano e 5 meses;3 anos e 5 meses;50%;115%
TJSP;73909;BRAGANCA PAULISTA;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - BRAGANCA PAULISTA;G1;2;2;0%;0;0;;0;0;0;0;0;0;2;0;;3 anos e 5 meses;100%;
TJSP;76849;SAO PAULO;SP;SETOR DE CONCILIAÇÃO - UNINOVE;G1;29;31;6,9%;0;0;;39;37;40;0;0;0;30;0;;3 anos e 5 meses;46%;95%
TJSP;73896;AVARE;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - AVARE;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 5 meses;100%;
TJSP;9720;ITAPECERICA DA SERRA;SP;03 CUMULATIVA DE ITAPECERICA DA SERRA;G1, JE;6.382;6.668;4,5%;954;1.015;6,4%;2.423;2.165;1.501;6.872;1.175;537;1.764;58;1 ano e 7 meses;3 anos e 5 meses;72%;89%
TJSP;9801;JAU;SP;SAF DE JAU;G1;70.037;50.036;-28,6%;39.896;24.158;-39,4%;2.866;22.823;11.841;17.558;3.283;20.415;9.270;21;9 anos e 9 meses;3 anos e 5 meses;53%;796%
TJSP;10175;RIBEIRAO PRETO;SP;08 VARA CIVEL DE RIBEIRAO PRETO;G1, JE;15.832;16.218;2,4%;3.334;3.669;10%;4.338;3.880;13.650;8.602;2.727;849;699;46;2 anos e 5 meses;3 anos e 5 meses;76%;89%
TJSP;9649;GUARUJA;SP;01 CRIMINAL DE GUARUJA;G1, JE;3.791;2.843;-25%;506;466;-7,9%;1.366;2.858;2.072;6.577;2.439;9;1.020;14;2 anos e 7 meses;3 anos e 5 meses;45%;209%
TJSP;10308;SAO CAETANO DO SUL;SP;03 CIVEL DE SAO CAETANO DO SUL;G1, JE;6.461;6.864;6,2%;3.033;3.091;1,9%;1.950;1.513;3.560;5.215;1.144;224;874;30;1 ano e 6 meses;3 anos e 5 meses;71%;78%
TJSP;70860;SAO PAULO;SP;13ª CÂMARA DE DIREITO PRIVADO;G2;11.527;10.805;-6,3%;2.059;2.291;11,3%;15.224;11.861;12.725;11.946;1.043;1.113;1.307;1.618;4 meses;3 anos e 5 meses;42%;78%
TJSP;10178;RIBEIRAO PRETO;SP;01 FAMILIA SUCESSOES DE RIBEIRAO PRETO;G1, JE;11.554;11.018;-4,6%;712;1.008;41,6%;2.559;3.295;8.869;11.761;2.318;827;1.313;285;2 anos e 7 meses;3 anos e 5 meses;75%;129%
TJSP;76818;SAO PAULO;SP;BARRA FUNDA - DIPO 3 - SEÇÃO 3.2.2;G1, JE;523;378;-27,7%;4;10;150%;262;442;481;1.104;15;9;172;14;10 meses;3 anos e 5 meses;45%;169%
TJSP;10430;SAO PAULO;SP;02 CIVEL DE LAPA;G1, JE;14.318;14.453;0,9%;2.956;3.604;21,9%;4.957;4.628;13.305;15.169;3.347;1.076;1.332;270;2 anos;3 anos e 5 meses;70%;93%
TJSP;10770;VALPARAISO;SP;01 CUMULATIVA DE VALPARAISO;G1, JE;8.735;7.892;-9,7%;1.681;1.625;-3,3%;2.275;2.971;6.821;5.366;2.316;603;1.926;8;2 anos e 8 meses;3 anos e 5 meses;68%;131%
TJSP;10172;RIBEIRAO PRETO;SP;05 VARA CIVEL DE RIBEIRAO PRETO;G1, JE;16.520;15.946;-3,5%;4.471;5.236;17,1%;4.894;5.195;17.816;13.329;3.563;959;1.069;112;1 ano e 11 meses;3 anos e 5 meses;67%;106%
TJSP;76817;SAO PAULO;SP;BARRA FUNDA - DIPO 3 - SEÇÃO 3.2.1;G1, JE;535;414;-22,6%;9;7;-22,2%;319;415;564;1.213;18;5;175;15;8 meses;3 anos e 5 meses;49%;130%
TJSP;10335;SAO JOSE DO RIO PARDO;SP;01 CUMULATIVA DE SAO JOSE DO RIO PARDO;G1, JE;8.024;7.810;-2,7%;1.782;1.662;-6,7%;2.029;2.319;4.901;5.023;1.524;5.096;1.886;69;11 anos e 3 meses;3 anos e 5 meses;73%;114%
TJSP;9787;JACUPIRANGA;SP;01 CUMULATIVA DE JACUPIRANGA;G1, JE;7.151;5.265;-26,4%;1.555;2.014;29,5%;1.571;3.809;9.480;4.574;1.145;2.234;728;17;3 anos e 6 meses;3 anos e 5 meses;46%;242%
TJSP;10894;RIBEIRAO PRETO;SP;VARA JUIZADO ESPECIAL CRIMINAL DE RIBEIRAO PRETO;G1, JE;3.366;3.475;3,2%;31;28;-9,7%;1.125;904;701;913;494;7;1.563;406;2 anos e 4 meses;3 anos e 5 meses;79%;80%
TJSP;10935;SANTA ISABEL;SP;02 CUMULATIVA DE SANTA ISABEL;G1, JE;5.957;5.897;-1%;1.262;1.346;6,7%;2.006;2.072;3.235;12.824;1.290;458;838;39;2 anos e 5 meses;3 anos e 5 meses;68%;103%
TJSP;77117;SAO PAULO;SP;00ª CJ - CAPITAL - VARA PLANTÃO - CAPITAL INFÂNCIA;G1;49;44;-10,2%;8;3;-62,5%;94;0;6;104;2;0;25;0;0 anos;3 anos e 5 meses;100%;0%
TJSP;9906;MIRANTE DO PARANAPANEMA;SP;VARA UNICA DE MIRANTE DO PARANAPANEMA;G1, JE;7.450;6.609;-11,3%;1.366;1.429;4,6%;2.015;2.820;8.976;4.583;1.979;835;1.365;11;3 anos e 11 meses;3 anos e 5 meses;65%;140%
TJSP;10235;SANTO ANDRE;SP;04 CIVEL DE SANTO ANDRE;G1, JE;10.031;10.016;-0,1%;2.861;3.349;17,1%;3.264;3.217;14.862;6.758;2.220;583;983;53;1 ano e 7 meses;3 anos e 5 meses;67%;99%
TJSP;9988;OSASCO;SP;JURI/EXECUCOES DE OSASCO;G1, JE;8.887;6.240;-29,8%;111;257;131,5%;1.681;4.819;6.676;2.580;3.506;18;2.284;118;3 anos e 1 Mes;3 anos e 5 meses;56%;287%
TJSP;73966;JAU;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - JAU;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;3 anos e 5 meses;100%;
TJSP;10169;RIBEIRAO PRETO;SP;02 CIVEL DE RIBEIRAO PRETO;G1, JE;15.493;16.592;7,1%;3.783;4.053;7,1%;4.346;3.369;1.628;12.649;2.414;647;3.092;744;2 anos e 2 meses;3 anos e 5 meses;79%;78%
TJSP;10190;RIO CLARO;SP;01 CUMULATIVA DE ITIRAPINA;G1, JE;7.020;5.971;-14,9%;815;787;-3,4%;1.216;2.357;4.885;3.681;1.692;443;1.047;61;2 anos e 9 meses;3 anos e 5 meses;69%;194%
TJSP;17572;SAO PAULO;SP;01 CIVEL DE BUTANTA;G1, JE;10.466;10.856;3,7%;3.748;3.872;3,3%;3.570;3.132;36;29.415;2.021;514;1.651;386;1 ano e 5 meses;3 anos e 5 meses;69%;88%
TJSP;59818;SAO CARLOS;SP;02 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 12 C.J. - SAO CARLOS DE SAO CARLOS;TR;90;6;-93,3%;66;1;-98,5%;2;93;67;12;4;0;2;2;2 anos e 5 meses;3 anos e 5 meses;5%;4.650%
TJSP;85548;SUZANO;SP;CEJUSC - PRE-PROCESSUAL;G1;16;17;6,2%;0;0;;18;17;16;0;0;0;14;0;;3 anos e 5 meses;50%;94%
TJSP;17584;SAO PAULO;SP;04 CIVEL DE PENHA;G1, JE;11.254;11.744;4,4%;4.493;5.079;13%;3.788;3.287;8.164;14.881;2.250;758;1.359;37;1 ano e 2 meses;3 anos e 4 meses;67%;87%
TJSP;18308;MOGI DAS CRUZES;SP;01 VARA DA FAMÍLIA E DAS SUCESSÕES DE MOGI DAS CRUZES - INATIVADA;G1;122;122;0%;102;102;0%;0;0;0;0;0;0;19;1;;3 anos e 4 meses;100%;
TJSP;9534;COTIA;SP;02 CIVEL DE COTIA;G1, JE;16.621;17.496;5,3%;4.951;5.269;6,4%;5.595;13.127;15.753;15.088;2.983;1.144;3.336;47;1 ano e 8 meses;3 anos e 4 meses;48%;235%
TJSP;74036;SAO BERNARDO DO CAMPO;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - SAO BERNARDO DO CAMPO;G1;18;18;0%;0;0;;0;0;0;0;0;0;18;0;;3 anos e 4 meses;100%;
TJSP;9341;ATIBAIA;SP;02 CRIMINAL DE ATIBAIA;G1, JE;495;455;-8,1%;224;222;-0,9%;307;453;5.338;828;301;0;77;0;1 ano e 7 meses;3 anos e 4 meses;34%;148%
TJSP;9619;FRANCO DA ROCHA;SP;01 CIVEL DE FRANCO DA ROCHA;G1, JE;8.368;8.674;3,7%;423;751;77,5%;2.424;2.105;2.501;10.330;1.812;690;1.174;366;2 anos e 8 meses;3 anos e 4 meses;79%;87%
TJSP;12717;EMBU DAS ARTES;SP;01 CUMULATIVA DE EMBU DAS ARTES;G1, JE;12.534;13.530;7,9%;1.437;1.979;37,7%;4.470;3.687;3.190;20.540;2.465;876;3.727;29;2 anos e 4 meses;3 anos e 4 meses;76%;82%
TJSP;9543;CRUZEIRO;SP;01 CIVEL DE CRUZEIRO;G1, JE;5.858;5.503;-6,1%;1.189;814;-31,5%;2.155;1.935;5.120;6.458;1.503;609;918;15;1 ano e 10 meses;3 anos e 4 meses;71%;90%
TJSP;9993;OSASCO;SP;INFANCIA JUVENTUDE DE OSASCO;G1;1.549;1.698;9,6%;28;32;14,3%;1.209;1.185;6.457;1.189;478;421;644;7;8 meses;3 anos e 4 meses;58%;98%
TJSP;10576;SAO PAULO;SP;12 CIVEL DE CENTRAL;G1, JE;9.277;10.105;8,9%;645;1.534;137,8%;5.410;4.743;1.955;41.754;3.560;1.202;2.009;75;1 ano e 1 Mes;3 anos e 4 meses;64%;88%
TJSP;10020;PARAIBUNA;SP;VARA UNICA DE PARAIBUNA;G1, JE;5.124;4.491;-12,4%;1.573;1.059;-32,7%;1.303;1.951;2.605;14.080;1.014;695;833;39;5 anos e 1 Mes;3 anos e 4 meses;64%;150%
TJSP;74698;CASA BRANCA;SP;VARA PLANTÃO DA 43ª C J - CASA BRANCA;G1, JE;253;311;22,9%;92;104;13%;319;5;11;306;1;0;77;0;0 anos;3 anos e 4 meses;97%;2%
TJSP;10242;SANTO ANDRE;SP;01 CRIMINAL DE SANTO ANDRE;G1, JE;809;889;9,9%;301;307;2%;534;451;1.080;1.909;428;2;250;0;11 meses;3 anos e 4 meses;56%;84%
TJSP;10451;SAO PAULO;SP;01 VARA JUIZADO ESPECIAL CIVEL DE PENHA;G1, JE;9.578;10.054;5%;265;357;34,7%;6.582;6.615;13.174;10.358;3.121;985;2.468;76;9 meses;3 anos e 4 meses;59%;101%
TJSP;10598;SAO PAULO;SP;34 CIVEL DE CENTRAL;G1, JE;17.827;18.454;3,5%;6.698;7.279;8,7%;5.162;4.118;3.543;32.256;2.898;746;1.485;429;1 ano e 8 meses;3 anos e 4 meses;73%;80%
TJSP;70862;SAO PAULO;SP;15ª CÂMARA DE DIREITO PRIVADO;G2;10.789;11.963;10,9%;2.702;2.918;8%;17.156;12.337;14.170;12.300;812;683;1.693;1.510;2 meses;3 anos e 4 meses;42%;72%
TJSP;9998;OURINHOS;SP;01 CIVEL DE OURINHOS;G1, JE;7.702;7.889;2,4%;1.040;1.348;29,6%;2.398;2.125;6.074;4.968;1.468;463;994;287;2 anos e 4 meses;3 anos e 4 meses;75%;89%
TJSP;10520;SAO PAULO;SP;13 CRIMINAL DE CENTRAL;G1, JE;2.158;2.092;-3,1%;510;566;11%;750;908;3.166;2.646;1.024;0;573;7;1 ano e 10 meses;3 anos e 4 meses;63%;121%
TJSP;10712;TAMBAU;SP;VARA UNICA DE TAMBAU;G1, JE;8.277;7.583;-8,4%;2.449;2.453;0,2%;2.429;3.083;7.920;5.744;1.897;481;1.234;28;3 anos e 1 Mes;3 anos e 4 meses;62%;127%
TJSP;10764;VALINHOS;SP;01 CUMULATIVA DE VALINHOS;G1, JE;10.554;10.525;-0,3%;1.636;1.705;4,2%;2.841;2.857;56;12.624;1.481;754;987;70;2 anos e 5 meses;3 anos e 4 meses;76%;101%
TJSP;9549;CUBATAO;SP;04 CUMULATIVA DE CUBATAO;G1, JE;3.837;4.351;13,4%;967;1.125;16,3%;1.773;1.271;4.013;7.708;883;289;775;2;1 ano e 3 meses;3 anos e 4 meses;71%;72%
TJSP;9984;OSASCO;SP;02 CRIMINAL DE OSASCO;G1, JE;3.744;3.221;-14%;239;472;97,5%;1.125;1.605;65;7.829;400;1;696;10;4 anos e 9 meses;3 anos e 4 meses;63%;143%
TJSP;59242;NOVA ODESSA;SP;SEF DE NOVA ODESSA;G1;12.881;11.960;-7,2%;4.657;3.906;-16,1%;641;2.746;986;6.856;3.063;262;3.248;27;8 anos e 9 meses;3 anos e 4 meses;75%;428%
TJSP;10336;SAO JOSE DO RIO PARDO;SP;02 CUMULATIVA DE SAO JOSE DO RIO PARDO;G1, JE;8.514;8.491;-0,3%;2.083;1.831;-12,1%;2.205;1.909;7.470;7.062;1.319;377;1.489;55;3 anos e 8 meses;3 anos e 4 meses;78%;87%
TJSP;9932;MOGI GUAÇU;SP;CRIMINAL DE MOJI GUACU;G1, JE;9.767;7.786;-20,3%;951;1.193;25,4%;2.092;3.997;5.138;4.048;1.870;6;3.127;187;3 anos e 3 meses;3 anos e 4 meses;62%;191%
